,SessionId,ItemId,Timestamps
1501,122,197,7868
1502,162,186,9571
1503,190,44,10193
1504,3,196,344
1505,151,19,4670
1506,53,15,4428
1507,95,160,489
1508,128,112,18034
1509,152,130,13886
1510,114,200,13391
1511,43,165,9608
1512,127,7,10864
1513,184,56,7362
1514,38,177,2365
1515,142,123,10403
1516,66,146,14249
1517,183,44,10071
1518,155,44,10366
1519,21,135,775
1520,19,131,19341
1521,38,21,8368
1522,86,47,11067
1523,107,84,9885
1524,106,10,3556
1525,105,123,10148
1526,48,171,18722
1527,111,104,5747
1528,4,187,3393
1529,128,123,14413
1530,83,63,9314
1531,88,122,3868
1532,71,42,4965
1533,40,166,14629
1534,19,144,9232
1535,149,164,1712
1536,62,143,19645
1537,159,160,1993
1538,152,168,9479
1539,84,140,7720
1540,199,161,9075
1541,100,91,12465
1542,18,62,11556
1543,99,17,16738
1544,24,96,4077
1545,166,33,14111
1546,173,83,12336
1547,173,46,8784
1548,8,157,2921
1549,81,173,18893
1550,16,60,18116
1551,5,95,8112
1552,29,145,13520
1553,108,115,17040
1554,190,46,12509
1555,23,20,2900
1556,170,49,15063
1557,182,80,3146
1558,179,8,14631
1559,74,50,7852
1560,185,131,15287
1561,134,60,5921
1562,28,123,3903
1563,92,7,1735
1564,132,153,6463
1565,166,13,16218
1566,154,60,9424
1567,182,47,8607
1568,73,88,4413
1569,175,195,87
1570,26,166,3600
1571,81,119,6768
1572,35,160,19069
1573,131,158,16974
1574,83,82,12770
1575,124,195,17037
1576,99,33,5500
1577,160,95,6336
1578,63,104,16054
1579,16,137,15732
1580,176,6,1475
1581,137,97,7439
1582,199,46,2732
1583,64,11,1588
1584,168,83,15276
1585,41,57,3145
1586,183,35,1755
1587,15,141,7265
1588,164,89,17132
1589,173,126,15834
1590,76,166,1406
1591,45,44,19062
1592,183,188,6984
1593,128,54,7205
1594,113,22,14878
1595,73,82,16807
1596,94,109,11342
1597,103,162,12525
1598,47,109,19778
1599,150,124,17269
1600,89,42,13712
1601,12,39,17835
1602,183,166,13086
1603,159,124,14547
1604,196,53,7368
1605,152,166,3951
1606,27,99,16688
1607,94,89,18846
1608,187,76,4484
1609,24,171,1926
1610,20,37,13222
1611,119,34,7886
1612,29,46,10641
1613,102,168,8863
1614,129,26,9323
1615,120,186,4
1616,89,166,4005
1617,31,164,12516
1618,102,49,18112
1619,118,16,14679
1620,91,65,18930
1621,154,155,1340
1622,92,192,6212
1623,105,139,5654
1624,114,17,328
1625,48,121,15824
1626,194,138,3210
1627,11,86,10199
1628,67,121,14136
1629,145,56,6048
1630,105,21,9813
1631,0,27,9898
1632,109,107,15403
1633,198,128,12404
1634,32,88,10066
1635,162,52,12463
1636,102,200,9152
1637,96,46,11630
1638,86,199,6069
1639,41,42,16855
1640,100,89,7937
1641,60,25,14670
1642,120,60,18766
1643,100,2,2472
1644,78,185,8129
1645,77,157,2160
1646,34,137,10128
1647,41,133,17143
1648,158,145,4825
1649,100,106,12802
1650,88,130,9239
1651,190,31,6968
1652,154,167,13797
1653,186,27,4816
1654,149,152,12985
1655,124,93,18660
1656,20,176,13650
1657,117,47,1361
1658,112,140,14117
1659,49,118,3912
1660,177,176,13944
1661,23,101,7780
1662,120,141,448
1663,11,114,14862
1664,39,71,14298
1665,22,72,7114
1666,145,61,2662
1667,124,107,854
1668,178,99,1452
1669,116,98,3110
1670,194,101,5539
1671,194,52,11010
1672,160,89,12200
1673,139,143,5646
1674,64,199,6151
1675,46,136,7090
1676,144,99,11221
1677,102,89,15272
1678,160,176,1639
1679,44,55,15806
1680,187,153,19264
1681,152,80,7674
1682,85,29,17546
1683,163,171,1908
1684,172,147,13313
1685,180,16,2967
1686,10,22,6198
1687,195,182,17884
1688,106,159,1944
1689,112,37,12075
1690,180,104,3204
1691,178,193,4484
1692,46,104,6514
1693,82,197,19037
1694,147,168,16003
1695,125,2,12553
1696,145,174,9876
1697,191,86,8104
1698,45,84,16870
1699,155,186,19126
1700,89,0,16994
1701,187,83,11878
1702,154,172,3630
1703,37,82,3977
1704,156,151,19298
1705,108,119,2927
1706,157,116,16774
1707,111,157,16561
1708,187,45,13869
1709,7,31,4191
1710,117,191,13647
1711,32,161,14102
1712,52,67,10930
1713,99,129,4213
1714,146,112,15064
1715,8,185,6633
1716,4,200,19635
1717,10,188,12800
1718,119,198,16449
1719,110,168,18205
1720,2,63,17715
1721,108,198,2471
1722,196,86,11622
1723,161,135,7143
1724,19,61,996
1725,116,20,8038
1726,3,197,17195
1727,71,99,12194
1728,3,174,16520
1729,186,104,14360
1730,146,42,4995
1731,93,62,15590
1732,96,129,7104
1733,122,174,3796
1734,161,35,15736
1735,178,64,19780
1736,78,167,14020
1737,42,58,13950
1738,120,41,18412
1739,8,37,379
1740,186,160,10285
1741,22,108,15385
1742,40,33,4699
1743,139,23,18449
1744,8,126,919
1745,159,141,5653
1746,175,180,6203
1747,103,37,19806
1748,154,84,6594
1749,193,169,6827
1750,22,114,170
1751,150,147,2853
1752,56,9,3249
1753,100,89,1262
1754,167,165,3967
1755,109,57,796
1756,49,193,6314
1757,11,82,5474
1758,187,151,4776
1759,130,106,11185
1760,13,136,12231
1761,167,102,15801
1762,10,193,18834
1763,167,187,18526
1764,24,109,17536
1765,119,114,13091
1766,80,72,9192
1767,164,85,5721
1768,18,69,19723
1769,63,101,9438
1770,126,73,9525
1771,88,91,16758
1772,124,181,7472
1773,86,75,6761
1774,83,34,7758
1775,102,75,7423
1776,138,77,15647
1777,39,152,3885
1778,95,136,11189
1779,137,122,8452
1780,149,80,15895
1781,173,111,14114
1782,103,128,4641
1783,53,63,16227
1784,134,189,19100
1785,58,77,4597
1786,33,140,14755
1787,186,41,14187
1788,68,135,13979
1789,67,90,3632
1790,32,140,17221
1791,90,113,1251
1792,14,65,3709
1793,127,79,4055
1794,78,25,14059
1795,89,93,14522
1796,179,108,19960
1797,154,149,2724
1798,80,24,16852
1799,168,117,158
1800,63,133,19194
1801,26,104,7641
1802,89,130,3306
1803,56,88,6502
1804,112,148,6894
1805,92,76,10124
1806,53,195,7006
1807,32,193,3962
1808,169,196,13387
1809,176,83,6810
1810,27,21,19347
1811,125,167,5159
1812,78,176,11564
1813,143,102,12491
1814,50,59,6980
1815,69,129,4417
1816,97,18,5789
1817,19,55,8129
1818,89,123,9939
1819,103,84,14120
1820,108,62,11171
1821,180,98,3995
1822,69,194,8460
1823,131,153,18325
1824,79,32,9997
1825,195,148,4582
1826,63,126,15171
1827,65,91,11660
1828,114,176,2380
1829,125,179,17671
1830,43,59,7627
1831,162,46,18348
1832,131,122,7640
1833,137,194,6997
1834,85,158,19702
1835,137,175,12129
1836,186,110,7063
1837,81,149,7082
1838,39,154,15252
1839,118,176,2147
1840,187,76,5786
1841,198,142,17473
1842,80,140,9512
1843,130,11,19712
1844,138,134,19443
1845,29,7,13797
1846,110,170,17149
1847,93,198,15799
1848,79,51,18783
1849,84,125,5280
1850,199,102,7753
1851,145,129,257
1852,194,18,6792
1853,88,102,707
1854,57,121,1837
1855,197,154,12948
1856,61,148,13289
1857,24,67,9749
1858,106,67,17495
1859,106,28,6561
1860,200,34,10646
1861,11,137,14002
1862,183,158,9166
1863,110,168,10616
1864,134,1,7777
1865,70,158,12383
1866,128,64,5957
1867,64,178,11733
1868,26,111,12384
1869,186,99,15556
1870,113,155,6856
1871,91,114,17553
1872,185,11,5141
1873,38,169,17742
1874,109,199,9010
1875,148,67,19250
1876,20,114,1542
1877,166,126,4283
1878,47,91,7602
1879,56,80,3407
1880,30,73,8074
1881,135,41,5093
1882,46,91,12142
1883,86,106,3728
1884,169,71,18077
1885,139,21,501
1886,38,184,15209
1887,45,20,4013
1888,20,149,4716
1889,131,120,19110
1890,195,168,6904
1891,104,165,1240
1892,150,16,14665
1893,76,200,1365
1894,122,95,18291
1895,102,160,15601
1896,54,113,2008
1897,199,3,11239
1898,104,198,692
1899,157,140,672
1900,86,74,13831
1901,43,50,10039
1902,118,189,17586
1903,170,115,981
1904,148,95,4491
1905,101,22,1221
1906,2,35,16033
1907,25,198,1944
1908,140,82,3443
1909,183,93,2637
1910,136,14,16959
1911,89,83,3942
1912,152,42,16720
1913,4,131,1580
1914,182,40,14192
1915,190,22,170
1916,109,176,14755
1917,85,86,17383
1918,20,155,9012
1919,126,97,13755
1920,25,179,17739
1921,48,76,12792
1922,199,43,4122
1923,44,192,7447
1924,19,136,3052
1925,17,11,11554
1926,115,177,9507
1927,17,158,5887
1928,4,86,13567
1929,90,86,8750
1930,120,172,391
1931,192,169,3267
1932,49,8,4715
1933,52,10,384
1934,99,188,17645
1935,156,190,3388
1936,46,41,7520
1937,139,98,13291
1938,126,19,19488
1939,60,15,271
1940,73,70,9288
1941,63,19,6172
1942,52,7,7392
1943,159,113,2675
1944,81,167,17132
1945,16,103,19719
1946,172,107,3807
1947,69,57,19259
1948,76,130,4850
1949,71,88,9936
1950,78,54,6942
1951,192,199,483
1952,131,188,4566
1953,17,119,11287
1954,8,187,19263
1955,32,197,5679
1956,41,179,2595
1957,166,139,19220
1958,124,87,6338
1959,92,50,18363
1960,173,32,8437
1961,197,198,15428
1962,15,4,4240
1963,8,77,14444
1964,120,24,5562
1965,81,199,18222
1966,159,85,18482
1967,26,155,16268
1968,31,45,977
1969,24,178,15714
1970,58,163,8277
1971,190,146,4208
1972,26,37,8329
1973,135,34,1737
1974,12,92,7338
1975,43,73,10397
1976,176,93,10767
1977,1,171,11632
1978,126,138,19781
1979,99,12,9539
1980,153,74,5832
1981,119,92,134
1982,66,84,13091
1983,7,168,19042
1984,81,53,2730
1985,88,162,8584
1986,9,141,18423
1987,188,38,10757
1988,77,46,10406
1989,151,86,19387
1990,80,23,1644
1991,186,64,9524
1992,159,186,1300
1993,56,140,6702
1994,161,0,5235
1995,186,171,11911
1996,98,8,8730
1997,82,150,12006
1998,35,122,3502
1999,178,3,15185
2000,175,150,17502
2001,165,72,2150
2002,109,40,1235
2003,22,23,19733
2004,69,126,9513
2005,125,54,1964
2006,31,72,16189
2007,125,141,7651
2008,124,193,5530
2009,170,67,7578
2010,160,39,18962
2011,199,157,4460
2012,145,199,14111
2013,102,28,18396
2014,85,56,11335
2015,170,37,3312
2016,44,19,13318
2017,159,115,2641
2018,58,89,9589
2019,160,117,1987
2020,8,71,1190
2021,61,38,2562
2022,174,12,11276
2023,161,134,1166
2024,143,10,6019
2025,49,31,8866
2026,68,20,12793
2027,180,162,18353
2028,14,129,12858
2029,34,9,19502
2030,122,151,13769
2031,135,70,9436
2032,37,87,15684
2033,165,178,9090
2034,141,186,575
2035,200,163,13069
2036,184,26,4104
2037,15,131,6757
2038,121,129,18701
2039,92,30,15644
2040,168,186,7164
2041,32,71,13597
2042,35,141,10747
2043,97,147,933
2044,116,60,643
2045,25,130,18293
2046,16,64,2579
2047,61,56,14374
2048,27,143,14169
2049,34,2,14903
2050,40,111,16215
2051,155,117,16940
2052,109,51,4374
2053,7,4,14032
2054,93,59,2710
2055,57,198,18435
2056,194,159,10284
2057,86,139,16681
2058,12,105,3752
2059,77,47,19636
2060,109,13,17196
2061,1,193,11888
2062,135,34,3564
2063,142,132,5280
2064,158,60,10796
2065,190,104,2122
2066,179,146,7835
2067,12,191,10335
2068,132,50,5604
2069,128,124,17734
2070,6,76,650
2071,174,98,17758
2072,74,127,9055
2073,108,45,12307
2074,43,186,13506
2075,135,134,14865
2076,196,122,18031
2077,194,37,6276
2078,170,84,2350
2079,140,17,5910
2080,158,2,18669
2081,16,104,16663
2082,36,65,1894
2083,61,116,14004
2084,107,89,7020
2085,120,57,1544
2086,60,102,3599
2087,187,151,12829
2088,125,175,11019
2089,131,63,6371
2090,130,66,7233
2091,54,169,11644
2092,38,39,9001
2093,43,68,10476
2094,172,28,10030
2095,61,66,17440
2096,132,88,15811
2097,90,180,347
2098,94,96,8123
2099,124,198,7840
2100,96,102,11921
2101,170,130,9625
2102,181,79,15676
2103,28,176,18731
2104,126,85,18955
2105,21,78,10827
2106,180,113,12004
2107,106,135,14350
2108,126,155,6607
2109,76,96,12239
2110,125,49,11522
2111,120,106,19979
2112,161,51,7283
2113,50,72,17435
2114,129,92,12261
2115,8,132,9166
2116,177,113,2970
2117,61,49,332
2118,101,177,6341
2119,1,134,18172
2120,137,76,17298
2121,192,128,6819
2122,36,54,10398
2123,162,22,8964
2124,148,168,14714
2125,107,77,19209
2126,140,17,18456
2127,156,171,8034
2128,192,76,11991
2129,97,50,1273
2130,166,41,12975
2131,64,145,17614
2132,80,121,6488
2133,11,184,592
2134,142,171,972
2135,154,147,8088
2136,18,159,6437
2137,187,41,18543
2138,32,149,18483
2139,98,32,17837
2140,2,164,5566
2141,158,109,14406
2142,34,26,2491
2143,80,15,265
2144,109,166,19327
2145,184,37,14060
2146,179,161,14230
2147,198,103,7613
2148,160,193,2947
2149,6,65,17827
2150,160,11,5985
2151,167,104,19062
2152,134,100,8109
2153,48,146,12468
2154,20,47,6971
2155,172,125,18579
2156,162,38,6267
2157,41,127,18213
2158,41,150,1878
2159,194,36,15787
2160,3,175,7151
2161,136,112,7143
2162,116,11,18559
2163,85,21,13995
2164,14,102,12510
2165,100,101,11780
2166,177,175,13737
2167,3,101,10443
2168,143,170,4747
2169,186,12,19785
2170,192,134,15574
2171,149,102,14879
2172,36,194,11015
2173,74,60,18891
2174,155,139,19873
2175,79,39,13359
2176,169,94,16612
2177,87,86,8363
2178,28,169,19279
2179,2,55,4773
2180,34,148,3723
2181,142,54,18710
2182,78,37,17185
2183,134,60,13551
2184,3,194,10124
2185,114,176,18099
2186,78,87,4039
2187,160,93,18117
2188,186,93,10878
2189,57,167,3214
2190,72,6,2269
2191,136,145,2160
2192,83,36,18421
2193,55,187,3861
2194,143,32,10615
2195,192,12,14981
2196,8,54,18060
2197,112,174,12711
2198,199,40,14853
2199,119,106,6938
2200,147,41,10446
2201,14,94,14238
2202,179,80,13398
2203,41,4,10893
2204,110,6,8281
2205,85,37,12050
2206,122,90,6854
2207,198,87,2497
2208,199,144,17823
2209,81,195,9835
2210,13,78,12512
2211,187,125,2688
2212,19,22,3484
2213,134,23,19637
2214,84,109,16456
2215,29,117,13185
2216,72,98,14120
2217,108,124,9147
2218,105,176,15187
2219,28,93,2479
2220,103,27,13539
2221,163,12,3525
2222,152,46,3491
2223,20,98,15163
2224,184,46,10771
2225,128,87,16739
2226,92,184,17783
2227,32,0,983
2228,59,182,4925
2229,22,189,378
2230,166,56,10127
2231,57,129,14308
2232,23,163,16348
2233,57,130,7627
2234,13,170,1494
2235,117,168,2036
2236,143,126,11239
2237,130,48,16244
2238,160,179,4272
2239,106,112,19629
2240,22,3,17559
2241,1,159,9827
2242,44,3,19515
2243,200,164,14838
2244,143,146,8325
2245,49,66,2843
2246,140,12,1704
2247,113,173,19872
2248,96,168,10193
2249,14,98,7119
2250,154,50,15685
2251,82,101,5664
2252,1,83,1920
2253,173,78,5083
2254,88,183,13922
2255,101,35,1925
2256,169,117,2558
2257,145,165,455
2258,84,191,16267
2259,88,184,10932
2260,166,160,19633
2261,105,4,13061
2262,168,127,2336
2263,169,51,11495
2264,144,86,7595
2265,154,92,11195
2266,181,66,1112
2267,158,116,2179
2268,142,147,216
2269,33,195,16552
2270,119,59,14608
2271,16,120,6203
2272,71,39,4878
2273,150,71,428
2274,154,91,16994
2275,139,160,18749
2276,70,196,7409
2277,123,84,11809
2278,105,13,15941
2279,77,22,7468
2280,173,67,9314
2281,163,35,8626
2282,171,59,6863
2283,186,114,1253
2284,125,58,3263
2285,145,153,4553
2286,58,122,18867
2287,44,141,8424
2288,84,187,18643
2289,39,102,19196
2290,88,78,4928
2291,10,129,9013
2292,153,89,10495
2293,40,86,16091
2294,178,98,19830
2295,42,3,1375
2296,106,29,19464
2297,193,14,5431
2298,134,59,1665
2299,10,69,13155
2300,29,36,11778
2301,178,190,10595
2302,155,97,14650
2303,197,63,7972
2304,29,77,8820
2305,44,5,4601
2306,90,170,4838
2307,66,57,4001
2308,162,33,89
2309,17,45,8081
2310,84,199,16274
2311,147,125,287
2312,26,8,11178
2313,118,142,8102
2314,69,165,6329
2315,157,48,9689
2316,143,147,14685
2317,185,133,555
2318,190,64,15200
2319,8,54,16818
2320,90,40,2299
2321,96,31,13764
2322,126,34,1475
2323,196,13,825
2324,39,59,18137
2325,130,72,10279
2326,181,175,14200
2327,57,113,11821
2328,1,127,17800
2329,27,67,10557
2330,187,48,10595
2331,151,53,8349
2332,126,60,9097
2333,122,19,15376
2334,112,83,14584
2335,96,133,9989
2336,36,68,3393
2337,119,30,16612
2338,183,191,14839
2339,167,191,17832
2340,122,32,9522
2341,102,133,10755
2342,187,150,14473
2343,9,31,797
2344,126,27,15541
2345,153,130,17074
2346,55,80,3585
2347,65,97,8810
2348,22,173,3942
2349,190,101,5321
2350,26,158,3125
2351,73,62,11101
2352,35,20,11396
2353,41,168,8928
2354,133,104,11533
2355,126,18,1700
2356,112,144,7469
2357,164,57,7761
2358,17,54,2083
2359,62,127,811
2360,39,179,16956
2361,163,20,6546
2362,101,61,5343
2363,197,58,1989
2364,51,122,6272
2365,53,2,15080
2366,139,132,2894
2367,138,194,10084
2368,159,72,17112
2369,199,4,15341
2370,34,148,15502
2371,15,198,10263
2372,26,150,12764
2373,136,32,15487
2374,119,166,10568
2375,53,137,11366
2376,142,144,11267
2377,197,90,5872
2378,51,116,15268
2379,85,49,1883
2380,10,112,4805
2381,10,118,2818
2382,94,12,1795
2383,108,137,4313
2384,49,120,19672
2385,15,104,6424
2386,125,45,16172
2387,172,135,4739
2388,85,154,7744
2389,92,136,6498
2390,39,105,16226
2391,94,42,6768
2392,44,20,17826
2393,58,121,9638
2394,44,12,13079
2395,56,137,12267
2396,137,145,7342
2397,174,187,4986
2398,175,29,4187
2399,178,23,19775
2400,116,49,12059
2401,27,199,14003
2402,108,169,13780
2403,42,170,8252
2404,45,70,10123
2405,156,112,18401
2406,74,172,13555
2407,12,157,6290
2408,166,81,9278
2409,159,12,501
2410,139,113,14682
2411,5,99,18030
2412,34,133,6075
2413,90,184,5816
2414,109,128,1726
2415,119,61,9483
2416,42,176,3334
2417,94,124,18508
2418,69,125,16462
2419,2,189,7008
2420,118,48,3416
2421,127,149,11028
2422,49,141,4258
2423,34,133,2506
2424,10,88,2143
2425,16,97,10399
2426,19,159,9510
2427,7,164,14505
2428,125,37,13846
2429,25,71,16410
2430,1,99,10856
2431,54,46,17386
2432,53,33,17910
2433,22,63,775
2434,160,23,8879
2435,41,113,6288
2436,72,30,7259
2437,115,31,13130
2438,120,74,8831
2439,184,127,13509
2440,175,172,16113
2441,177,132,16679
2442,109,96,5123
2443,197,86,19820
2444,56,198,9213
2445,197,104,8062
2446,142,171,12928
2447,3,84,18869
2448,47,28,19781
2449,108,132,9044
2450,37,183,4520
2451,80,48,17267
2452,169,177,10423
2453,18,107,4340
2454,17,159,15940
2455,120,41,3635
2456,2,108,12148
2457,27,107,2924
2458,96,91,12293
2459,150,29,17060
2460,38,156,14646
2461,31,43,5743
2462,13,105,8031
2463,91,59,7042
2464,140,92,12106
2465,151,93,18492
2466,119,174,17942
2467,117,69,16459
2468,34,68,8518
2469,196,48,2874
2470,131,184,3543
2471,52,84,17162
2472,154,18,4161
2473,80,104,19284
2474,59,85,7294
2475,108,133,6496
2476,34,42,13712
2477,177,200,11922
2478,180,160,2224
2479,95,187,9309
2480,71,166,607
2481,102,47,11444
2482,118,37,18182
2483,97,143,9640
2484,16,67,5733
2485,197,34,19635
2486,133,139,11556
2487,194,92,6534
2488,70,144,18220
2489,188,132,2556
2490,9,162,6065
2491,58,188,19164
2492,66,31,4019
2493,134,19,14101
2494,161,5,18773
2495,16,15,7626
2496,31,26,10978
2497,46,74,11695
2498,161,138,19994
2499,112,142,12415
2500,109,111,7593
2501,67,101,14219
2502,114,93,10932
2503,121,64,6255
2504,180,54,3095
2505,78,56,5480
2506,28,192,9950
2507,41,23,18200
2508,89,79,9428
2509,143,124,137
2510,125,22,11449
2511,195,154,839
2512,83,191,19494
2513,7,110,13155
2514,147,41,5407
2515,143,155,5649
2516,108,129,14321
2517,50,136,16601
2518,182,6,16208
2519,106,6,1766
2520,165,31,6878
2521,64,31,19968
2522,5,137,4158
2523,51,173,734
2524,122,71,14400
2525,46,189,15469
2526,50,123,10297
2527,27,125,941
2528,98,102,2500
2529,107,91,176
2530,148,119,4910
2531,47,57,6200
2532,123,99,456
2533,128,82,19174
2534,170,44,1775
2535,188,134,8811
2536,9,52,14403
2537,148,127,16199
2538,192,196,14682
2539,22,63,18321
2540,194,127,6617
2541,190,133,18803
2542,45,148,4045
2543,112,29,1146
2544,168,81,12712
2545,44,162,3623
2546,161,132,2067
2547,171,0,8413
2548,190,196,5667
2549,126,192,1615
2550,175,147,15294
2551,67,116,281
2552,86,99,8564
2553,59,42,10013
2554,143,41,15862
2555,45,96,18025
2556,122,35,14667
2557,64,186,3866
2558,127,199,13011
2559,43,18,11093
2560,30,22,417
2561,47,8,16515
2562,2,23,1187
2563,29,157,17192
2564,182,144,9653
2565,61,190,2539
2566,33,100,17635
2567,18,13,15238
2568,93,188,13662
2569,43,48,504
2570,111,115,18512
2571,26,1,3326
2572,46,141,4929
2573,177,92,8012
2574,74,79,346
2575,79,160,13181
2576,198,189,13135
2577,141,135,14404
2578,1,25,9793
2579,173,120,224
2580,148,109,3231
2581,174,8,575
2582,54,114,15549
2583,90,50,17903
2584,42,40,14726
2585,144,167,16307
2586,112,30,4882
2587,9,177,6494
2588,121,138,18775
2589,136,32,14978
2590,21,177,9832
2591,90,189,5404
2592,166,53,1543
2593,196,28,5
2594,0,133,6933
2595,196,85,1735
2596,8,181,15618
2597,103,96,2016
2598,66,171,417
2599,82,52,13266
2600,200,4,4498
2601,66,194,2098
2602,44,183,16899
2603,143,162,6364
2604,17,138,3955
2605,171,110,18483
2606,164,184,10454
2607,179,1,19144
2608,164,51,12214
2609,177,184,12205
2610,89,7,4005
2611,93,89,4240
2612,72,49,16413
2613,19,118,19847
2614,69,24,12729
2615,86,143,3011
2616,58,16,16116
2617,171,125,15272
2618,21,99,6785
2619,46,56,2410
2620,95,83,5810
2621,151,27,3081
2622,54,186,18749
2623,82,116,4178
2624,62,143,14877
2625,105,81,3554
2626,49,21,7022
2627,22,69,4099
2628,61,172,4118
2629,181,181,18186
2630,109,166,2757
2631,71,190,7839
2632,34,164,19490
2633,0,41,5917
2634,90,196,10911
2635,55,68,18108
2636,105,176,12098
2637,115,93,10153
2638,55,122,7590
2639,105,136,2098
2640,124,192,10187
2641,76,158,7335
2642,147,177,8730
2643,8,6,13740
2644,9,26,3795
2645,173,198,6055
2646,158,148,13974
2647,198,37,15970
2648,20,122,7212
2649,186,116,12960
2650,25,102,19015
2651,61,174,841
2652,4,188,12560
2653,34,105,13576
2654,178,57,13447
2655,146,102,9275
2656,170,28,12506
2657,176,79,5785
2658,145,65,5398
2659,190,185,11979
2660,79,94,17017
2661,15,131,423
2662,118,86,13150
2663,197,178,8610
2664,146,109,10406
2665,194,122,12802
2666,199,177,11356
2667,168,197,8160
2668,199,196,9237
2669,25,122,9582
2670,29,145,14722
2671,146,50,11793
2672,44,77,4350
2673,6,170,18444
2674,46,55,15578
2675,78,161,2084
2676,33,148,19678
2677,127,41,19291
2678,43,73,12796
2679,110,200,17532
2680,126,54,14483
2681,54,26,12879
2682,166,105,6816
2683,176,164,5502
2684,95,49,15922
2685,132,122,17528
2686,147,139,720
2687,0,140,1385
2688,166,15,14310
2689,181,110,4366
2690,15,181,12188
2691,4,0,17890
2692,164,53,1291
2693,62,25,13020
2694,132,65,6250
2695,173,92,3432
2696,91,200,8499
2697,5,50,2570
2698,90,96,19362
2699,71,116,15803
2700,134,19,12359
2701,181,145,9307
2702,15,83,17801
2703,47,139,5933
2704,121,61,2707
2705,34,176,68
2706,62,114,15236
2707,145,128,17200
2708,128,82,11434
2709,72,20,8334
2710,96,11,14819
2711,70,200,1193
2712,158,60,3342
2713,160,17,2604
2714,147,4,14467
2715,90,180,9240
2716,17,145,601
2717,23,192,80
2718,152,108,15172
2719,188,111,9856
2720,80,200,12775
2721,73,129,6656
2722,84,121,4539
2723,9,3,8541
2724,16,78,11916
2725,23,77,9147
2726,51,17,13661
2727,41,108,1561
2728,134,51,9043
2729,145,64,3366
2730,183,153,3784
2731,0,193,15759
2732,130,143,9366
2733,123,76,10514
2734,1,75,8860
2735,25,15,7394
2736,131,138,10819
2737,17,18,6204
2738,79,18,7995
2739,176,159,5116
2740,187,112,4565
2741,175,130,6184
2742,155,39,4671
2743,121,70,15781
2744,170,35,16099
2745,136,141,18443
2746,25,160,172
2747,104,30,2206
2748,89,92,5952
2749,68,143,18464
2750,39,69,848
2751,30,107,6199
2752,32,200,17643
2753,131,12,14435
2754,134,111,7357
2755,145,146,19110
2756,24,30,483
2757,8,156,17234
2758,195,48,15540
2759,189,127,16294
2760,22,148,9659
2761,76,131,14676
2762,104,73,11026
2763,147,151,1703
2764,81,7,7764
2765,176,137,3032
2766,143,17,614
2767,165,28,6249
2768,108,94,12512
2769,98,150,11433
2770,11,116,17271
2771,84,40,7351
2772,92,170,13175
2773,170,79,3824
2774,144,199,12589
2775,180,178,12679
2776,172,43,14148
2777,175,165,11170
2778,60,103,11966
2779,102,80,12498
2780,100,126,16947
2781,120,173,1898
2782,159,184,17013
2783,119,135,16727
2784,143,30,10708
2785,96,164,15056
2786,24,146,761
2787,158,86,18337
2788,160,37,11081
2789,159,27,10245
2790,5,41,1697
2791,94,182,40
2792,84,146,3357
2793,36,67,8517
2794,113,75,16909
2795,86,183,335
2796,23,60,13966
2797,186,85,184
2798,87,173,10813
2799,102,31,8943
2800,62,70,10577
2801,16,46,10327
2802,199,4,8925
2803,52,188,2096
2804,36,17,19468
2805,32,106,18860
2806,28,141,5356
2807,97,183,9370
2808,69,135,10948
2809,44,35,17411
2810,169,35,13310
2811,136,154,2807
2812,100,136,7047
2813,50,1,15869
2814,168,175,4871
2815,141,17,1736
2816,35,112,5696
2817,66,138,7048
2818,42,187,16329
2819,31,27,9611
2820,133,121,8708
2821,93,134,18811
2822,4,74,3921
2823,184,120,519
2824,65,198,4203
2825,10,89,5298
2826,165,158,7678
2827,72,40,4680
2828,114,56,9156
2829,11,82,617
2830,26,160,8934
2831,111,55,17040
2832,156,171,13712
2833,87,157,3276
2834,43,74,2743
2835,56,111,15311
2836,87,122,15895
2837,109,173,16400
2838,96,38,10922
2839,138,55,17445
2840,3,176,11192
2841,60,0,5492
2842,10,37,2046
2843,87,114,19160
2844,139,109,9441
2845,152,118,419
2846,177,51,11811
2847,164,25,13023
2848,154,46,1544
2849,187,45,1770
2850,143,147,6872
2851,121,106,10643
2852,159,148,14356
2853,85,70,12926
2854,92,128,376
2855,51,87,15405
2856,76,170,1693
2857,81,16,2754
2858,60,24,2940
2859,93,23,18242
2860,142,84,13687
2861,54,169,4293
2862,18,9,12100
2863,118,75,18742
2864,19,73,2318
2865,180,89,7959
2866,150,39,11505
2867,188,4,8116
2868,111,67,16119
2869,110,52,5311
2870,122,125,18531
2871,43,39,644
2872,80,174,7567
2873,110,126,9039
2874,44,160,12422
2875,36,170,7727
2876,154,152,13472
2877,164,64,14950
2878,105,126,1517
2879,153,113,148
2880,128,61,5234
2881,46,16,6260
2882,24,70,3182
2883,46,148,3150
2884,104,139,13732
2885,54,58,11152
2886,72,79,508
2887,22,109,11352
2888,31,71,683
2889,139,152,18444
2890,181,78,13575
2891,97,57,6508
2892,38,163,8724
2893,196,9,18484
2894,141,130,14284
2895,63,137,10914
2896,176,123,5995
2897,197,115,19086
2898,84,49,3661
2899,144,3,6533
2900,6,187,18121
2901,163,132,7199
2902,83,162,19698
2903,25,100,5859
2904,129,165,11725
2905,114,120,4021
2906,151,74,4996
